trial_id,target_mode,target_value,P_surf_bar,T_surf_K,M_total_Mj,R_total_Rj,M_Z_total_Me,M_core_input_Me,Sigma_dilute,Z_base,Iron_Fraction,P_center_bar,T_deep,T_top,Delta_T,S_deep,S_top,Delta_S,dt_ds_total,DDC_Match_Ratio,Grad_Fuzzy,Grad_DDC,status
M5.0_T1000.0_3339,mass,9.49e+27,1.0,1000.0,5.0000021179793315,1.079047878692059,454.40542197159067,31.578947368421055,0.05,0.02,0.33,3230117540.545554,308121.22947885614,1000.5882922467789,307120.64118660934,5211.982843992617,69425.39456699316,-64213.411723000536,-319428921547.39453,0.12761473677975196,-0.004880305303365724,-0.03824249006436112,success
M1.0_T1000.0_2126,mass,1.898e+27,1.0,1000.0,1.0000003732660996,1.1248952943090198,104.17484517139438,31.578947368421055,0.0638421052631579,0.02,0.33,342329221.3495669,97433.4233479006,1000.5597039564145,96432.86364394419,4599.774523988007,69425.39456699316,-64825.62004300515,-17327044363.73567,0.044784301813017555,-0.0015442393541485143,-0.034481711037854045,success
M1.0_T1000.0_2113,mass,1.898e+27,1.0,1000.0,0.9999980328997286,0.788814932359071,226.88764326777167,26.315789473684212,0.1371578947368421,0.02,0.33,585477983.2411119,130085.2403319087,1000.0200984867381,129085.22023342196,4631.93471110379,69425.39456699316,-64793.45985588936,-58175878474.801735,0.125337498658727,-0.0028033934731109458,-0.022366757778884003,success
M1.0_T1000.0_2382,mass,1.898e+27,1.0,1000.0,0.9999940204827004,1.0684364131521473,114.48510157553953,100.0,0.021947368421052632,0.02,0.33,627456791.3733852,87650.32573735915,1001.2228160423638,86649.10292131678,4623.2878520472295,69425.39456699316,-64802.10671494593,-13846404206.136173,0.03413988891209134,-0.002348890528780069,-0.06880193824966317,success
M1.0_T200.0_1354,mass,1.898e+27,1.0,200.0,0.9999948622000606,0.5758898478075408,251.20073637483245,36.8421052631579,0.14763157894736842,0.02,0.33,837411171.6963027,35079.024806186586,200.59318047550235,34878.431625711084,233.3924413339464,50585.58787573522,-50352.19543440127,-19166189235311.914,0.7007868830753438,-0.0011678486848563183,-0.001666481940602703,success
M0.3_T1000.0_871,mass,5.694e+26,1.0,1000.0,0.2998597829423345,0.6273629468696492,82.31894404371398,15.789473684210527,0.232,0.02,0.33,144345622.8032288,69956.80265895012,1000.6697368201642,68956.13292212995,4277.987704232997,69425.39456699316,-65147.40686276016,-14321634649.665215,0.10359812131285046,-0.0019126987522465571,-0.01846267797145182,success
M1.0_T1000.0_2338,mass,1.898e+27,1.0,1000.0,1.0000002367843068,0.6150958618094355,278.31662928207373,84.21052631578948,0.18952631578947368,0.02,0.33,970086502.3426194,131335.74428852234,1000.9416593788643,130334.80262914348,4585.581892787131,69425.39456699316,-64839.81267420603,-87737213664.20552,0.2351396622649495,-0.004292325970194112,-0.01825436818633186,success
M5.0_T200.0_2418,mass,9.49e+27,1.0,200.0,,,,0.0,0.04742105263157895,0.02,0.33,,,,,,,,,,,,solver_returned_none
M1.0_T200.0_1319,mass,1.898e+27,1.0,200.0,1.0000771280551837,0.5300735985616976,273.5838458504932,26.315789473684212,0.2,0.02,0.33,850504536.8484763,33570.1391771534,200.23889141620737,33369.900285737196,185.55757850006046,50585.58787573522,-50400.03029723516,-21139239097085.984,0.4048498023350528,-0.001298078147204003,-0.0032063203185899456,success
M1.0_T500.0_1861,mass,1.898e+27,1.0,500.0,0.9999950202134489,0.9722709472795585,74.79073288644264,68.42105263157896,0.011473684210526316,0.02,0.33,459427073.3459081,50277.235893106656,500.4704368088129,49776.76545629784,2797.91138578279,61173.69258603222,-58375.78120024943,-190852783697.8415,0.18461749990118106,-0.0012048829402735778,-0.006526374481934308,success
M0.3_T200.0_127,mass,5.694e+26,1.0,200.0,0.2999988325791697,0.4884641252061903,78.14330739721883,31.578947368421055,0.14800000000000002,0.02,0.33,258381637.79672882,19769.71366754328,200.15990565652126,19569.55376188676,516.8368698724292,50585.58787573522,-50068.75100586279,-3230952738321.3013,0.811727882126292,-0.0009246697230809677,-0.0011391375649913967,success
M1.0_T500.0_1716,mass,1.898e+27,1.0,500.0,0.9999965774629241,0.6162050378948452,256.903542270824,26.315789473684212,0.16857894736842105,0.02,0.33,738775266.932633,82214.6063175223,500.05774775838034,81714.54856976391,2874.9332751025718,61173.69258603222,-58298.75931092965,-1057072554788.2863,0.6437893910326937,-0.0023178377833223606,-0.003600304409496946,success
M0.3_T200.0_260,mass,5.694e+26,1.0,200.0,0.3000000715333169,0.5193026632325839,68.42550288522818,68.42105263157896,0.001,0.02,0.33,345519565.6870064,15301.384646317783,200.0581025287284,15101.326543789055,44268.105229603665,50585.58787573522,-6317.482646131553,-1207598268281.3652,,,,error: Grid resolution too low to extract a pure adiabatic segment.
M1.0_T1000.0_2185,mass,1.898e+27,1.0,1000.0,1.0000030896743508,1.1274589261440897,100.26844054388665,47.36842105263158,0.05336842105263158,0.02,0.33,410568252.8132855,94785.50313579635,1000.1522452123781,93785.35089058397,4595.360004758073,69425.39456699316,-64830.03456223509,-15799185550.8559,0.041748317353025054,-0.0016163800365202505,-0.038717249915777234,success
M0.3_T1000.0_1199,mass,5.694e+26,1.0,1000.0,,,,100.0,0.4,0.02,0.33,,,,,,,,,,,,solver_returned_none
M1.0_T1000.0_2261,mass,1.898e+27,1.0,1000.0,0.9999859934464949,1.1888440070412787,73.36459816512614,68.42105263157896,0.011473684210526316,0.02,0.33,412309302.01121026,75872.23062637508,1000.9007428381691,74871.3298835369,4539.083067595824,69425.39456699316,-64886.31149939733,-10901051943.625683,0.01430995812069694,-0.001771160956088385,-0.12377121869607009,success
M0.3_T200.0_28,mass,5.694e+26,1.0,200.0,0.29999748143897864,0.5358129003585753,73.7610231064869,5.2631578947368425,0.169,0.02,0.33,118349013.3521792,20079.04615910674,200.2518096137421,19878.794349492997,212.726888875681,50585.58787573522,-50372.86098685954,-3804474922334.2764,0.6830466571291581,-0.00069314142966182,-0.001014779038045644,success
M1.0_T200.0_1351,mass,1.898e+27,1.0,200.0,1.0000036724360266,0.627442071233846,223.67252473733922,36.8421052631579,0.11621052631578947,0.02,0.33,766706297.9885362,36130.311429191366,200.02045932532747,35930.29096986604,61.527732058501286,50585.58787573522,-50524.06014367672,-17100494122732.047,0.9579389791282517,-0.0010062455403346824,-0.0010504275974346413,success
M1.0_T500.0_1880,mass,1.898e+27,1.0,500.0,1.000000514829639,0.9737564515646524,73.84596345835261,73.6842105263158,0.001,0.02,0.33,461483025.1030526,47615.45081098518,500.5375334467016,47114.91327753848,53923.88594451745,61173.69258603222,-7249.80664151477,-182582259383.27203,-0.07382540268148877,0.000709859793692733,-0.009615386681402088,success
M1.0_T500.0_1961,mass,1.898e+27,1.0,500.0,0.9999933828172423,0.9130297472073812,101.88782869837962,94.73684210526316,0.011473684210526316,0.02,0.33,614707434.3498169,52801.593716380296,500.2018399654852,52301.39187641481,2830.446748347081,61173.69258603222,-58343.24583768514,-207955302086.24316,0.2536606323535787,-0.0014797521467542639,-0.005833590072785242,success
M1.0_T500.0_1988,mass,1.898e+27,1.0,500.0,1.000007958798908,0.7042488140510479,213.68561709390093,100.0,0.08478947368421053,0.02,0.33,925503674.3004503,72382.43209555034,500.084131913765,71882.34796363657,2925.4547471972733,61173.69258603222,-58248.237838834946,-523133412635.1644,0.6612114634989419,-0.001999906941662774,-0.0030246102072699083,success
M5.0_T200.0_2723,mass,9.49e+27,1.0,200.0,4.999994433596776,0.9763291368125735,135.15989664747744,84.21052631578948,0.008736842105263157,0.02,0.33,2376160461.410451,69539.45716828514,200.69756247189974,69338.75960581323,1274.3130897231629,50585.58787573522,-49311.27478601206,-61138521207095.35,0.8940388564387933,-0.0011729700479535803,-0.0013119900097249104,success
M0.3_T1000.0_877,mass,5.694e+26,1.0,1000.0,0.3005778759568075,0.5100431982465539,88.80022796123755,15.789473684210527,0.35800000000000004,0.02,0.33,160419391.20174438,65431.62471025231,1000.003025499068,64431.62168475324,3903.2920766972616,67988.16691683886,-64084.8748401416,-21052779765.7795,0.12938440534386617,-0.0022933952318015135,-0.017725437820008797,success
M0.3_T500.0_600,mass,5.694e+26,1.0,500.0,0.3000109594265115,0.738992082495021,52.70394543118846,52.631578947368425,0.001,0.02,0.33,255666549.4137633,29724.45022902423,500.0916679650712,29224.358561059158,53961.336029079095,61173.69258603222,-7212.356556953127,-38545721049.272385,-0.6343637488691103,0.003839952373504126,-0.0060532342529813,success
M0.3_T1000.0_1128,mass,5.694e+26,1.0,1000.0,0.29993636633230225,0.3839711010054631,93.35528072670895,84.21052631578948,0.169,0.02,0.33,403876971.1173961,47690.17602037641,1000.827223846765,46689.34879652965,4377.834210836565,69425.39456699316,-65047.560356156595,-6136310394.466072,0.26383040001416425,-0.0035358293335311496,-0.013401902636471468,unphysical_radius
M5.0_T1000.0_3533,mass,9.49e+27,1.0,1000.0,4.999999470675321,1.139570979826191,331.29007854727257,84.21052631578948,0.03452631578947368,0.02,0.33,2674570963.7294364,261044.2858833475,1000.1686855196765,260044.1171978278,5198.692776322783,69425.39456699316,-64226.70179067037,-236476338277.75763,0.09483275241205041,-0.0043053432120079465,-0.04539932779026738,success
M0.3_T200.0_51,mass,5.694e+26,1.0,200.0,0.29999956693978147,0.4674443098131181,82.98580360988753,10.526315789473685,0.232,0.02,0.33,165732572.31760505,19387.69810781412,200.28887718693034,19187.409230627192,55.00131130010139,50585.58787573522,-50530.586564435114,-4335134581082.3774,0.49832275967224465,-0.0008984651068000087,-0.0018029782693267803,success
M0.3_T1000.0_909,mass,5.694e+26,1.0,1000.0,0.3000003597879223,0.654722780388692,80.08651680781479,26.315789473684212,0.19,0.02,0.33,190354782.61130598,69863.49746451054,1000.4287186029078,68863.06874590763,4339.915051736083,69425.39456699316,-65085.47951525707,-11476421284.257904,0.10202659906323334,-0.0018841448981674915,-0.018467193020907706,success
M5.0_T1000.0_3461,mass,9.49e+27,1.0,1000.0,5.000001189085187,1.2768037099784977,73.03131075411676,68.42105263157896,0.0035789473684210526,0.02,0.33,1059339819.2988617,171326.70752808233,1001.109586280408,170325.5979418019,40856.710049795816,69425.39456699316,-28568.68451719734,-139950520568.9209,0.012030878432209114,-0.0023047263995842984,-0.19156759105919283,success
M5.0_T500.0_3136,mass,9.49e+27,1.0,500.0,4.999999942853015,0.9395814262784912,470.3878272998748,84.21052631578948,0.04226315789473684,0.02,0.33,4642298314.622784,197594.02647288612,500.3939435428522,197093.63252934327,3693.3909387351096,61173.69258603222,-57480.301647297114,-4433655013208.495,0.6829447891067453,-0.0039355908496498965,-0.005762677909582466,success
M0.3_T1000.0_1146,mass,5.694e+26,1.0,1000.0,0.3000068197345093,0.364251182540616,93.91997371013348,89.47368421052633,0.127,0.02,0.33,419058138.1862555,39508.73681011899,1000.9658451140658,38507.77096500493,4432.229776802165,69425.39456699316,-64993.16479019099,-3931357044.6065273,0.25242667319302803,-0.003443581549867734,-0.013641908385943284,unphysical_radius
M1.0_T1000.0_2168,mass,1.898e+27,1.0,1000.0,1.0000052993162778,0.9793691276317212,157.06472049772802,42.10526315789474,0.08478947368421053,0.02,0.33,510757675.99497753,113210.9835565338,1000.8907256544247,112210.09283087938,4653.858825612161,69425.39456699316,-64771.535741381,-27771621521.632137,0.07719741940367729,-0.0020636000256880173,-0.026731463844628437,success
M0.3_T1000.0_816,mass,5.694e+26,1.0,1000.0,,,,0.0,0.337,0.02,0.33,,,,,,,,,,,,solver_returned_none
M1.0_T500.0_1983,mass,1.898e+27,1.0,500.0,1.0000121232932935,0.8584498018415554,131.59738907519036,100.0,0.03242105263157895,0.02,0.33,722555256.8523111,59812.84295595185,500.3502807465501,59312.4926752053,2876.752692816726,61173.69258603222,-58296.939893215495,-259941553180.83456,0.41086774970784784,-0.0015020996910665582,-0.0036559201644194347,success
M0.3_T500.0_449,mass,5.694e+26,1.0,500.0,0.30017068791005014,0.5848893208636786,77.46612741019308,10.526315789473685,0.19,0.02,0.33,129887579.74761562,45098.09603305607,500.01596122836696,44598.0800718277,2676.688747177141,61173.69258603222,-58497.00383885508,-180798179803.43588,0.5255431894711355,-0.0012701979898329487,-0.002416924080228637,success
M5.0_T500.0_3011,mass,9.49e+27,1.0,500.0,5.00000080177601,1.0185572278130188,275.2280748382464,52.631578947368425,0.02936842105263158,0.02,0.33,2828452909.34186,166647.5052939771,499.9521749371247,166147.55311903998,3675.0151496130834,61173.69258603222,-57498.67743641914,-3191271932101.1084,0.5145458480694698,-0.0028692532955820658,-0.005576283058831878,success
M1.0_T500.0_1643,mass,1.898e+27,1.0,500.0,1.000000808887667,1.0710063017705254,38.38522158832404,10.526315789473685,0.03242105263157895,0.02,0.33,140632790.34287885,47996.96952425958,500.0606948525517,47496.908829407024,2774.793819892414,61173.69258603222,-58398.898766139806,-176413610946.71472,0.15889235943812188,-0.0006267603342000681,-0.003944559300500223,success
M0.3_T500.0_680,mass,5.694e+26,1.0,500.0,0.3000082318020773,0.5637651143816311,73.688003964396,73.6842105263158,0.001,0.02,0.33,356196700.56404155,28660.300347794855,500.2353998510769,28160.064947943778,53949.76677279768,61173.69258603222,-7223.925813234542,-40926039802.570404,,,,error: Grid resolution too low to extract a pure adiabatic segment.
M0.3_T500.0_651,mass,5.694e+26,1.0,500.0,0.300000478679393,0.39345762688512,91.34922578703765,63.15789473684211,0.232,0.02,0.33,363756144.18153936,37970.956704582764,500.6180375322324,37470.338667050535,2457.1209834437254,61173.69258603222,-58716.5716025885,-163899368534.42624,0.7226323671100973,-0.0026883125755773223,-0.003720166294693166,unphysical_radius
M1.0_T1000.0_2043,mass,1.898e+27,1.0,1000.0,1.000000053794766,1.3451007784272266,31.824750217718826,10.526315789473685,0.03242105263157895,0.02,0.33,92817005.8656836,66549.76125893094,1000.0437016853025,65549.71755724565,4431.250949128838,69425.39456699316,-64994.14361786432,-9076382503.42669,0.010142881024327336,-0.0006900647158344678,-0.06803438926074083,success
M5.0_T500.0_3100,mass,9.49e+27,1.0,500.0,4.999999574868938,1.1012270048408297,80.78503457389598,78.94736842105263,0.001,0.02,0.33,1520022164.5548797,118958.8134688449,500.38918343530054,118458.42428540961,54052.86703349053,61173.69258603222,-7120.82555254169,-2129262449458.9863,0.12154165264360862,-0.0017473708510756304,-0.014376724464981326,success
M0.3_T500.0_443,mass,5.694e+26,1.0,500.0,0.3002971324374523,0.9526442401861908,29.05656124109123,10.526315789473685,0.064,0.02,0.33,67272284.2489109,33838.893197432095,500.63558072245706,33338.25761670964,2832.991892205607,61173.69258603222,-58340.70069382661,-41590602320.60614,0.1939726899484358,-0.0005522041475053024,-0.0028468138873162818,success
M0.3_T200.0_313,mass,5.694e+26,1.0,200.0,0.30000205458558526,0.31319596913446046,93.88830310915253,78.94736842105263,0.274,0.02,0.33,417444912.39339066,11872.005755871232,200.16681696028516,11671.838938910947,256.21949000377134,50540.06614486227,-50283.8466548585,-1374696130212.0234,0.5400401650525545,-0.002395857773900469,-0.004436443673902133,unphysical_radius
M5.0_T500.0_2832,mass,9.49e+27,1.0,500.0,4.99999504251942,1.0381425083687317,227.9945395737566,5.2631578947368425,0.031947368421052634,0.02,0.33,2263021779.658621,166617.9491878717,500.24897284626957,166117.70021502543,3668.285375213474,61173.69258603222,-57505.40721081875,-3067537563644.419,0.4387681504752721,-0.0024565887788415455,-0.00559883112796719,success
M1.0_T1000.0_2330,mass,1.898e+27,1.0,1000.0,1.0000001559786074,0.7939437345302862,221.5012455038218,84.21052631578948,0.10573684210526316,0.02,0.33,839660080.3416855,123100.18672844472,1000.9833004485407,122099.20342799618,4657.719710344338,69425.39456699316,-64767.67485664882,-44607133673.39275,0.14004952448620595,-0.0029854012766161314,-0.021316754109437737,success
M0.3_T500.0_702,mass,5.694e+26,1.0,500.0,0.29999329809736114,0.4692914496556147,84.12293106263948,78.94736842105263,0.043000000000000003,0.02,0.33,390336351.8285663,31410.714939299076,500.07707398663894,30910.637865312437,2829.188845450582,61173.69258603222,-58344.50374058164,-55313677233.02238,0.5529620692027033,-0.001752877202556139,-0.0031699772917219283,success
M1.0_T1000.0_2290,mass,1.898e+27,1.0,1000.0,1.0002355340380709,0.8145301973901267,215.18267970133653,73.6842105263158,0.10573684210526316,0.02,0.33,784166314.3969201,123688.64936906581,1001.253076564074,122687.39629250174,4667.774360313022,69425.39456699316,-64757.620206680134,-43688459978.55088,0.13039917613800014,-0.0028406784300328953,-0.021784481422080716,success
M1.0_T200.0_1371,mass,1.898e+27,1.0,200.0,1.0000051088737556,0.6222407492239476,226.37977028762225,42.10526315789474,0.11621052631578947,0.02,0.33,795913815.8523954,36052.272845742176,200.08884305880102,35852.184002683374,68.81557328348848,50585.58787573522,-50516.77230245173,-17060245040773.756,0.9649332798606225,-0.0010300420683902905,-0.0010674749123991997,success
M1.0_T200.0_1279,mass,1.898e+27,1.0,200.0,0.9999995564231096,0.536034771760655,271.5329485931423,15.789473684210527,0.2,0.02,0.33,792190239.9206682,34158.273913279125,200.41928687783536,33957.85462640129,190.26733531704596,50585.58787573522,-50395.32054041817,-22142479468151.605,0.401258402958134,-0.0012300658667407283,-0.003065520516635933,success
M1.0_T500.0_1710,mass,1.898e+27,1.0,500.0,0.9999977699426816,0.7528484689673638,196.62131009272585,26.315789473684212,0.10573684210526316,0.02,0.33,583377522.113692,76440.5259439494,500.1597131163163,75940.36623083308,2921.797246055923,61173.69258603222,-58251.8953399763,-605838042689.5631,0.5758147102428668,-0.001684035385513415,-0.002924613344461317,success
M1.0_T200.0_1401,mass,1.898e+27,1.0,200.0,0.9999906243551817,0.875758768088303,60.1623448975146,52.631578947368425,0.011473684210526316,0.02,0.33,410577550.84514654,25124.70957155682,200.15366034811635,24924.555911208703,16089.02833214557,50585.58787573522,-34496.55954358965,-5050766625832.857,0.8565872546912786,-0.0006362220891560273,-0.0007427405505646091,success
M5.0_T200.0_2642,mass,9.49e+27,1.0,200.0,4.999999533448221,0.9938973801985628,87.52122090532092,63.15789473684211,0.006157894736842105,0.02,0.33,1928858839.8223474,66028.58645669495,201.08498400321105,65827.50147269173,12876.25047393777,50585.58787573522,-37709.33740179745,-57508570685923.766,0.8444766240864275,-0.0009736903677745124,-0.0011530104445790562,success
M0.3_T1000.0_891,mass,5.694e+26,1.0,1000.0,0.3000275810664935,0.6056331381790735,83.40436922996979,21.05263157894737,0.232,0.02,0.33,172713162.12248516,70001.43360765968,1000.757433193788,69000.67617446589,4262.06066385403,69425.39456699316,-65163.33390313912,-14592598193.757132,0.11392934553947434,-0.0020277177525454162,-0.01779802861978919,success
M5.0_T500.0_3054,mass,9.49e+27,1.0,500.0,5.000000292444227,0.9749691891575402,383.10799205540866,63.15789473684211,0.03710526315789474,0.02,0.33,3691811235.1736603,184522.4144721466,500.66599249076603,184021.74847965583,3688.7315752076947,61173.69258603222,-57484.961010824525,-3852956449165.2754,0.6116592027743529,-0.0034153807574103605,-0.005583796895262815,success
M1.0_T1000.0_2327,mass,1.898e+27,1.0,1000.0,0.9999999066626497,0.9204310460735671,175.18712876321376,84.21052631578948,0.07431578947368421,0.02,0.33,732457989.6083556,112907.8563189184,1000.2886011642405,111907.56771775417,4671.489155073267,69425.39456699316,-64753.90541191989,-27828445228.262108,0.09227968372024122,-0.0024060013383148493,-0.02607292571145973,success
M0.3_T500.0_647,mass,5.694e+26,1.0,500.0,0.30000184353198245,0.4457223960642599,87.66870876040578,63.15789473684211,0.14800000000000002,0.02,0.33,355593945.134145,39714.601798274365,500.32059023155654,39214.28120804281,2720.442261806603,61173.69258603222,-58453.25032422562,-130428667520.01938,0.7852454408970466,-0.0021801109233259607,-0.002776343305903758,success
M1.0_T1000.0_2005,mass,1.898e+27,1.0,1000.0,,,,0.0,0.05336842105263158,0.02,0.33,,,,,,,,,,,,solver_returned_none
M0.3_T500.0_728,mass,5.694e+26,1.0,500.0,0.300000013728012,0.3431805323096519,93.45909248780822,84.21052631578948,0.169,0.02,0.33,416310465.52409446,29396.910880182764,500.5063672479741,28896.40451293479,2609.5993327489073,61173.69258603222,-58564.09325328332,-81666579173.53433,0.8191099326895271,-0.0032898717432155067,-0.004016398302500489,unphysical_radius
M5.0_T200.0_2612,mass,9.49e+27,1.0,200.0,5.000008271759114,0.9069192889396775,325.87093636240235,52.631578947368425,0.031947368421052634,0.02,0.33,4116273633.208358,90092.39944166408,200.54772054743938,89891.85172111663,1384.0653689833784,50585.58787573522,-49201.52250675184,-89102028760883.08,0.9876039672399426,-0.001712499602862666,-0.0017339942524214334,success
M1.0_T500.0_1734,mass,1.898e+27,1.0,500.0,1.0000035433213248,0.6446982650565439,245.74465658514717,31.578947368421055,0.14763157894736842,0.02,0.33,734747748.8206258,81135.40061770382,500.3844358307964,80635.01618187303,2897.5550109609535,61173.69258603222,-58276.13757507127,-923391952668.1361,0.6576347747247989,-0.002182575573645813,-0.00331882628098424,success
M1.0_T500.0_1669,mass,1.898e+27,1.0,500.0,1.0000007849200037,0.8055367516020254,172.12297165747182,15.789473684210527,0.09526315789473684,0.02,0.33,458418404.25666475,73761.96105638903,500.5292472899163,73261.43180909911,2926.0160965075456,61173.69258603222,-58247.676489524674,-509113581041.99884,0.5085889118892354,-0.0014461276625988254,-0.002843411700083966,success
M0.3_T500.0_557,mass,5.694e+26,1.0,500.0,0.2998994612098231,0.4101906458405251,90.81358709205374,36.8421052631579,0.35800000000000004,0.02,0.33,281895180.5219173,38477.383185156665,500.3462840664109,37977.03690109025,1946.130391013911,59947.276312431626,-58001.145921417716,-246568440828.87564,0.594497116216417,-0.0021925384339755976,-0.003688055625786147,success
M1.0_T200.0_1398,mass,1.898e+27,1.0,200.0,0.9999951876047937,0.5263242234603456,275.11572042679575,47.36842105263158,0.18952631578947368,0.02,0.33,937206021.1995054,33037.42664278689,200.2396746040478,32837.18696818285,259.0363603253421,50585.58787573522,-50326.551515409876,-19520422730158.68,0.4470378908234206,-0.0013923733933663399,-0.003114665270994502,success
M1.0_T1000.0_2223,mass,1.898e+27,1.0,1000.0,0.999987556132095,1.1755774122030085,80.54247963839234,57.89473684210527,0.03242105263157895,0.02,0.33,404157625.18792385,84380.26341294167,1001.0021039701408,83379.26130897153,4559.093305896074,69425.39456699316,-64866.30126109708,-12393022239.42302,0.026021848095523166,-0.0015894133367607601,-0.06107995600182621,success
M5.0_T1000.0_3432,mass,9.49e+27,1.0,1000.0,5.000000169343615,1.1727248126282843,269.4576354735889,57.89473684210527,0.031947368421052634,0.02,0.33,2186339064.0209403,248387.613368085,1000.1777608643869,247387.43560722063,5199.217238931619,69425.39456699316,-64226.17732806154,-213640516457.53458,0.07704474239718521,-0.0038146042027352085,-0.0495115446433704,success
M1.0_T1000.0_2020,mass,1.898e+27,1.0,1000.0,0.9999954844041923,1.4359913252719365,5.3594577865024595,5.2631578947368425,0.001,0.02,0.33,33086208.784623012,47637.26761783985,1001.4304229521283,46635.83719488772,61360.12707642685,69425.39456699316,-8065.267490566308,-7043884047.711262,-0.0034503643390920652,0.0025270848089682706,-0.7324110037704749,success
M1.0_T200.0_1407,mass,1.898e+27,1.0,200.0,1.0000000345853945,0.7126204281338753,169.75725141655556,52.631578947368425,0.07431578947368421,0.02,0.33,702640998.341889,34104.462937898825,200.07572394714612,33904.387213951675,376.25455394267624,50585.58787573522,-50209.33332179254,-11103247817415.361,0.9585244356687165,-0.0008323764438672378,-0.0008683935566927188,success
M5.0_T200.0_2588,mass,9.49e+27,1.0,200.0,4.999988752277561,0.9499894037036941,205.97714699158118,47.36842105263158,0.021631578947368422,0.02,0.33,2851090938.975152,79172.87196358599,200.37269727940273,78972.4992663066,1331.9509906281287,50585.58787573522,-49253.63688510709,-72433989269419.69,0.9450047408340897,-0.0013436312065186731,-0.0014218248316222664,success
M5.0_T1000.0_3313,mass,9.49e+27,1.0,1000.0,5.000008951997921,1.1807386512093183,254.5557444564918,26.315789473684212,0.03452631578947368,0.02,0.33,1918617398.85275,249811.93248722845,1001.1296817626619,248810.8028054658,5191.008590487429,69425.39456699316,-64234.38597650573,-213740873012.4435,0.07174444542060479,-0.00357564043547538,-0.049838568191767865,success
M5.0_T200.0_2744,mass,9.49e+27,1.0,200.0,4.999998912364994,0.9669205498670149,160.51404547209032,89.47368421052633,0.01131578947368421,0.02,0.33,2587735367.1129904,71795.95967766445,200.70503468861983,71595.25464297582,1293.2651861922502,50585.58787573522,-49292.32268954297,-63615307545537.21,0.9147522747929734,-0.0012616839390923648,-0.0013792629697235888,success
M1.0_T200.0_1359,mass,1.898e+27,1.0,200.0,0.9999785570897352,0.5242746597904321,275.8513604103409,36.8421052631579,0.2,0.02,0.33,900566289.6219482,33194.45538342998,200.37607528328255,32994.0793081467,174.78169776548395,50585.58787573522,-50410.80617796973,-20480340683047.477,0.4057922205455622,-0.0013587486322149407,-0.003348385117852157,success
M1.0_T500.0_1845,mass,1.898e+27,1.0,500.0,0.9999999288352274,0.8740645149316306,129.7452525826575,63.15789473684211,0.05336842105263158,0.02,0.33,595481453.7873067,64429.7800417329,500.2712448770804,63929.508796855815,2894.07941173285,61173.69258603222,-58279.613174299375,-306653754185.7279,0.44180306351016796,-0.001340198724562387,-0.0030334753994559903,success
M1.0_T200.0_1546,mass,1.898e+27,1.0,200.0,1.00000050583474,0.689402217006297,180.65120823549532,89.47368421052633,0.0638421052631579,0.02,0.33,859351829.0582579,32968.22266501284,200.3715421578458,32767.851122854998,541.1343379123962,50585.58787573522,-50044.453537822825,-10097964820085.008,0.9743421306633712,-0.0009175148412308289,-0.0009416762473425511,success
M0.3_T500.0_404,mass,5.694e+26,1.0,500.0,,,,0.0,0.085,0.02,0.33,,,,,,,,,,,,solver_returned_none
M5.0_T200.0_2655,mass,9.49e+27,1.0,200.0,5.000000106616618,0.8698490887369896,430.62058301015895,63.15789473684211,0.03968421052631579,0.02,0.33,5452594111.715545,98788.54212219352,200.66320035402666,98587.8789218395,1411.3896112083005,50585.58787573522,-49174.198264526916,-105923325258285.8,1.0189121477264864,-0.0020344744122606957,-0.0019967122943820507,success
M0.3_T1000.0_1196,mass,5.694e+26,1.0,1000.0,,,,100.0,0.337,0.02,0.33,,,,,,,,,,,,solver_returned_none
M1.0_T200.0_1210,mass,1.898e+27,1.0,200.0,,,,0.0,0.10573684210526316,0.02,0.33,,,,,,,,,,,,solver_returned_none
M1.0_T500.0_1620,mass,1.898e+27,1.0,500.0,1.0000009359409276,1.1447659625344775,5.3863547276354815,5.2631578947368425,0.001,0.02,0.33,52978414.96000526,35668.43977411265,500.53250342101205,35167.90727069164,53957.70037436864,61173.69258603222,-7215.992211663586,-136158129391.82684,-0.01373994031722612,0.00048250356826963194,-0.03511686056341196,success
M0.3_T200.0_13,mass,5.694e+26,1.0,200.0,,,,0.0,0.274,0.02,0.33,,,,,,,,,,,,solver_returned_none
M1.0_T200.0_1267,mass,1.898e+27,1.0,200.0,1.0000008981121256,0.7677135072641358,139.66669025650484,15.789473684210527,0.07431578947368421,0.02,0.33,442947768.44734323,33401.61626515646,200.32241695286842,33201.29384820359,350.3527163639076,50585.58787573522,-50235.23515937131,-10154320742053.67,0.9430766386780051,-0.0006762487887440591,-0.0007170666317130043,success
M0.3_T200.0_334,mass,5.694e+26,1.0,200.0,0.30000016346278424,0.2976736071344012,94.45627899436154,84.21052631578948,0.29500000000000004,0.02,0.33,426600740.0979367,10083.922120680274,200.42664366149452,9883.49547701878,359.73129844347335,50449.022683116375,-50089.2913846729,-1037232058493.4128,0.5682980331134999,-0.0027720982419328,-0.004877895189510817,unphysical_radius
