trial_id,target_mode,target_value,P_surf_bar,T_surf_K,M_total_Mj,R_total_Rj,M_Z_total_Me,P_center_bar,Iron_Fraction,status
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.056420829410494915,0.43364118014315356,15.760113828832315,10000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.15968146587650767,0.4708629235196642,43.16115159578039,31622776.60168379,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.35317945139684115,0.49968709637433534,94.69162119080985,100000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.6804408578533843,0.5164125866863339,182.12593762393516,316227766.01683795,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,1.2259669416716217,0.5226297135563059,328.5486973010447,1000000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,2.7117508238159265,0.5264228031096287,737.962386342928,3162277660.1683793,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,4.667018338636616,0.5165910851071658,1275.2482752307958,10000000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,7.885070277031523,0.50185877357709,2162.7633769580452,31622776601.683792,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,13.118124330722154,0.48326378947378434,3610.7935653797626,100000000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,21.277824163755703,0.45961242563685295,5875.916857183841,316227766016.83795,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,60.02228237548881,0.5123055652932552,16721.610594718524,1000000000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,268.1117340964995,0.7442795146072773,74931.76928217534,3162277660168.3794,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,1389.4033949441987,1.227248804300552,388858.19365218026,10000000000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,7594.79619451577,2.1238825821683758,2128421.7068268657,31622776601683.793,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.056420829410494915,0.43364118014315356,15.760113828832315,10000000.0,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.05641409423769394,0.43363756670393794,15.758327489858404,9998848.773724606,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.03488743839582637,0.41310246603777184,10.072318154577635,6527420.474724579,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.021969271392989053,0.36607981060533706,6.664600669791074,4543293.513052751,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.031012643199295396,0.4054371973371474,9.050329823198942,5929872.289604763,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.031453357014749675,0.4066037795166779,9.166521611027608,5996666.143970097,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.03147476015567085,0.4069440380678069,9.172142077620576,5998389.403373575,0.33,success_intermediate
my_first_planet_step,mass,5.972000000000001e+25,1.0,800.0,0.03144492916242459,0.40636921650310004,9.16434668102741,5997579.329626389,0.33,success_intermediate
