 # Table   301 for sesame material number 2150
 # T(eV) Rho(g/cm3) P(Mbar) Energy(Mj/kg) FreeEnergy(Mj/kg)
+0.25130966E+01 +0.78723998E+01 +0.21151733E+01 +0.20729372E+02 +0.35722340E-02
+0.29315999E+01 +0.78723998E+01 +0.24170730E+01 +0.24514721E+02 +0.36922439E-02
+0.34197967E+01 +0.78723998E+01 +0.27628672E+01 +0.29043751E+02 +0.38153213E-02
+0.39892919E+01 +0.78723998E+01 +0.31616602E+01 +0.34621449E+02 +0.39452282E-02
+0.46536250E+01 +0.78723998E+01 +0.36249771E+01 +0.41421993E+02 +0.40810150E-02
+0.54285879E+01 +0.78723998E+01 +0.41682529E+01 +0.49888584E+02 +0.42259051E-02
+0.63326063E+01 +0.78723998E+01 +0.48070798E+01 +0.60300049E+02 +0.43786112E-02
+0.73871694E+01 +0.78723998E+01 +0.55648603E+01 +0.73697021E+02 +0.45470060E-02
+0.86173468E+01 +0.78723998E+01 +0.64735241E+01 +0.90962982E+02 +0.47330670E-02
+0.15677298E+02 +0.78723998E+01 +0.12299310E+02 +0.23094173E+03 +0.57296483E-02
+0.28521273E+02 +0.78723998E+01 +0.25708620E+02 +0.64956897E+03 +0.73751872E-02
+0.51887955E+02 +0.78723998E+01 +0.57426670E+02 +0.16628981E+04 +0.95885424E-02
+0.94398300E+02 +0.78723998E+01 +0.13056920E+03 +0.37699805E+04 +0.12134213E-01
+0.17173622E+03 +0.78723998E+01 +0.29364124E+03 +0.85222900E+04 +0.15242282E-01
+0.31243488E+03 +0.78723998E+01 +0.68350641E+03 +0.21737270E+05 +0.20008262E-01
+0.56840399E+03 +0.78723998E+01 +0.15607362E+04 +0.47212875E+05 +0.25177822E-01
+0.10340817E+04 +0.78723998E+01 +0.32089509E+04 +0.83371094E+05 +0.29247340E-01

+0.00000000E+00 +0.79810224E+01 +0.12406250E-01 -0.79831854E-01 +0.75992241E-21
+0.85598985E-02 +0.79810224E+01 +0.13439060E-01 -0.72488993E-01 +0.10748870E-03
+0.17119799E-01 +0.79810224E+01 +0.17660290E-01 -0.41619174E-01 +0.31618300E-03
+0.25679693E-01 +0.79810224E+01 +0.23229910E-01 -0.62987354E-03 +0.48267233E-03
+0.27930947E-01 +0.79810224E+01 +0.24800271E-01 +0.10980890E-01 +0.52001362E-03
+0.30379560E-01 +0.79810224E+01 +0.26542939E-01 +0.23898531E-01 +0.55821030E-03
+0.33042837E-01 +0.79810224E+01 +0.28473651E-01 +0.38254742E-01 +0.59724093E-03
+0.35939585E-01 +0.79810224E+01 +0.30609900E-01 +0.54204304E-01 +0.63710555E-03
+0.39090294E-01 +0.79810224E+01 +0.32971170E-01 +0.71921602E-01 +0.67782099E-03
+0.42517204E-01 +0.79810224E+01 +0.35579178E-01 +0.91614991E-01 +0.71943115E-03
+0.46244547E-01 +0.79810224E+01 +0.38458191E-01 +0.11353693E+00 +0.76201465E-03
+0.50298650E-01 +0.79810224E+01 +0.41635301E-01 +0.13799369E+00 +0.80569187E-03
+0.54708164E-01 +0.79810224E+01 +0.45140792E-01 +0.16537432E+00 +0.85064868E-03
+0.59504244E-01 +0.79810224E+01 +0.49008522E-01 +0.19619790E+00 +0.89717732E-03
+0.64720780E-01 +0.79810224E+01 +0.53276423E-01 +0.23121251E+00 +0.94576564E-03
+0.70394635E-01 +0.79810224E+01 +0.57986930E-01 +0.27159309E+00 +0.99727605E-03
+0.76565899E-01 +0.79810224E+01 +0.63187577E-01 +0.31951380E+00 +0.10534740E-02
+0.83278179E-01 +0.79810224E+01 +0.47952231E-01 +0.46230891E+00 +0.12057411E-02
+0.90578921E-01 +0.79810224E+01 +0.54206029E-01 +0.50770873E+00 +0.12507690E-02
+0.98519638E-01 +0.79810224E+01 +0.61115999E-01 +0.55782104E+00 +0.12964640E-02
+0.10715654E+00 +0.79810224E+01 +0.68755500E-01 +0.61317831E+00 +0.13428730E-02
+0.11655057E+00 +0.79810224E+01 +0.77206023E-01 +0.67437965E+00 +0.13900450E-02
+0.12676817E+00 +0.79810224E+01 +0.86557873E-01 +0.74210072E+00 +0.14380360E-02
+0.13788152E+00 +0.79810224E+01 +0.96912652E-01 +0.81710315E+00 +0.14869014E-02
+0.14996915E+00 +0.79810224E+01 +0.10838442E+00 +0.90024543E+00 +0.15367043E-02
+0.15588780E+00 +0.79810224E+01 +0.11407884E+00 +0.94154203E+00 +0.15599770E-02
+0.16311647E+00 +0.79810224E+01 +0.12110073E+00 +0.99249512E+00 +0.15875084E-02
+0.17741628E+00 +0.79810224E+01 +0.13520283E+00 +0.10949422E+01 +0.16393811E-02
+0.19296978E+00 +0.79810224E+01 +0.15084660E+00 +0.12088150E+01 +0.16923910E-02
+0.20988679E+00 +0.79810224E+01 +0.19372690E+00 +0.15199010E+01 +0.18258994E-02
+0.22828689E+00 +0.79810224E+01 +0.20887060E+00 +0.16449341E+01 +0.18751071E-02
+0.24830000E+00 +0.79810224E+01 +0.22593261E+00 +0.17858151E+01 +0.19260790E-02
+0.27006763E+00 +0.79810224E+01 +0.24501924E+00 +0.19432679E+01 +0.19784600E-02
+0.27015382E+00 +0.79810224E+01 +0.24509621E+00 +0.19439003E+01 +0.19786614E-02
+0.29298833E+00 +0.79810224E+01 +0.26570970E+00 +0.21123540E+01 +0.20302450E-02
+0.31775293E+00 +0.79810224E+01 +0.28860661E+00 +0.22988133E+01 +0.20828934E-02
+0.34461072E+00 +0.79810224E+01 +0.31399751E+00 +0.25054719E+01 +0.21366950E-02
+0.37373865E+00 +0.79810224E+01 +0.34201342E+00 +0.27336371E+01 +0.21914630E-02
+0.40532857E+00 +0.79810224E+01 +0.37281051E+00 +0.29846740E+01 +0.22470271E-02
+0.43958861E+00 +0.79810224E+01 +0.40655601E+00 +0.32591350E+01 +0.23030441E-02
+0.47674435E+00 +0.79810224E+01 +0.44338840E+00 +0.35599332E+01 +0.23596501E-02
+0.51704079E+00 +0.79810224E+01 +0.48343700E+00 +0.38898995E+01 +0.24169041E-02
+0.58866638E+00 +0.79810224E+01 +0.55459887E+00 +0.44809303E+01 +0.25091681E-02
+0.67021430E+00 +0.79810224E+01 +0.63490880E+00 +0.51530952E+01 +0.26013150E-02
+0.76305896E+00 +0.79810224E+01 +0.72491699E+00 +0.59285631E+01 +0.26946820E-02
+0.86876559E+00 +0.79810224E+01 +0.82538199E+00 +0.68035693E+01 +0.27872385E-02
+0.98911542E+00 +0.79810224E+01 +0.93685621E+00 +0.78030391E+01 +0.28800701E-02
+0.11261375E+01 +0.79810224E+01 +0.10603733E+01 +0.89495506E+01 +0.29736371E-02
+0.12821414E+01 +0.79810224E+01 +0.11968611E+01 +0.10241450E+02 +0.30662140E-02
+0.14597561E+01 +0.79810224E+01 +0.13475569E+01 +0.11737604E+02 +0.31603661E-02
+0.16619759E+01 +0.79810224E+01 +0.15141023E+01 +0.13433691E+02 +0.32541470E-02
+0.18922091E+01 +0.79810224E+01 +0.16983060E+01 +0.15385030E+02 +0.33488760E-02
+0.21543367E+01 +0.79810224E+01 +0.19023432E+01 +0.17652821E+02 +0.34456020E-02
+0.25130966E+01 +0.79810224E+01 +0.21742749E+01 +0.20779499E+02 +0.35612404E-02
+0.29315999E+01 +0.79810224E+01 +0.24836230E+01 +0.24571659E+02 +0.36814671E-02
+0.34197967E+01 +0.79810224E+01 +0.28380554E+01 +0.29107149E+02 +0.38047202E-02
+0.39892919E+01 +0.79810224E+01 +0.32465119E+01 +0.34688274E+02 +0.39347070E-02
+0.46536250E+01 +0.79810224E+01 +0.37211251E+01 +0.41489231E+02 +0.40705018E-02
+0.54285879E+01 +0.79810224E+01 +0.42768345E+01 +0.49949989E+02 +0.42152922E-02
+0.63326063E+01 +0.79810224E+01 +0.49295893E+01 +0.60350704E+02 +0.43678479E-02
+0.73871694E+01 +0.79810224E+01 +0.57034640E+01 +0.73734940E+02 +0.45360862E-02
+0.86173468E+01 +0.79810224E+01 +0.66288495E+01 +0.90966911E+02 +0.47217803E-02
+0.15677298E+02 +0.79810224E+01 +0.12543170E+02 +0.23061633E+03 +0.57160552E-02
+0.28521273E+02 +0.79810224E+01 +0.26137272E+02 +0.64817920E+03 +0.73574474E-02
+0.51887955E+02 +0.79810224E+01 +0.58275101E+02 +0.16592130E+04 +0.95658116E-02
+0.94398300E+02 +0.79810224E+01 +0.13240883E+03 +0.37618203E+04 +0.12106013E-01
+0.17173622E+03 +0.79810224E+01 +0.29749600E+03 +0.85033105E+04 +0.15207120E-01
+0.31243488E+03 +0.79810224E+01 +0.69253961E+03 +0.21685873E+05 +0.19961281E-01
+0.56840399E+03 +0.79810224E+01 +0.15816801E+04 +0.47131609E+05 +0.25124323E-01
+0.10340817E+04 +0.79810224E+01 +0.32538159E+04 +0.83295859E+05 +0.29194521E-01

+0.17235435E-03 +0.80896444E+01 +0.35028584E-01 -0.74871019E-01 -0.77070050E-01
+0.85598985E-02 +0.80896444E+01 +0.40051855E-01 -0.31392775E-01 -0.31380779E+00
+0.17119799E-01 +0.80896444E+01 +0.45179058E-01 +0.12984984E-01 -0.61336482E+00
+0.25679693E-01 +0.80896444E+01 +0.50306395E-01 +0.57363972E-01 -0.93614250E+00
+0.27930947E-01 +0.80896444E+01 +0.51653977E-01 +0.69027737E-01 -0.10237370E+01
+0.30379560E-01 +0.80896444E+01 +0.53121552E-01 +0.81730127E-01 -0.11200742E+01
+0.33042837E-01 +0.80896444E+01 +0.54716881E-01 +0.95538318E-01 -0.12260245E+01
+0.35939585E-01 +0.80896444E+01 +0.56449935E-01 +0.11053848E+00 -0.13425202E+01
+0.39090294E-01 +0.80896444E+01 +0.58337700E-01 +0.12687777E+00 -0.14706004E+01
+0.42517204E-01 +0.80896444E+01 +0.60390815E-01 +0.14464824E+00 -0.16114048E+01
+0.46244547E-01 +0.80896444E+01 +0.62623985E-01 +0.16397710E+00 -0.17661698E+01
+0.50298650E-01 +0.80896444E+01 +0.65050647E-01 +0.18498071E+00 -0.19362774E+01
+0.54708164E-01 +0.80896444E+01 +0.67691177E-01 +0.20783542E+00 -0.21232269E+01
+0.59504244E-01 +0.80896444E+01 +0.70566081E-01 +0.23271884E+00 -0.23286226E+01
+0.64720780E-01 +0.80896444E+01 +0.73686033E-01 +0.25972313E+00 -0.25543149E+01
+0.70394635E-01 +0.80896444E+01 +0.77084802E-01 +0.28914070E+00 -0.28022764E+01
+0.76565899E-01 +0.80896444E+01 +0.65920785E-01 +0.43998891E+00 -0.23167806E+01
+0.83278179E-01 +0.80896444E+01 +0.72088167E-01 +0.47479042E+00 -0.25599437E+01
+0.90578921E-01 +0.80896444E+01 +0.78798130E-01 +0.51265359E+00 -0.28275938E+01
+0.98519638E-01 +0.80896444E+01 +0.86090602E-01 +0.55380386E+00 -0.31221812E+01
+0.10715654E+00 +0.80896444E+01 +0.94028428E-01 +0.59859574E+00 -0.34463470E+01
+0.11655057E+00 +0.80896444E+01 +0.10265786E+00 +0.64729029E+00 -0.38030210E+01
+0.12676817E+00 +0.80896444E+01 +0.11204614E+00 +0.70026684E+00 -0.41954174E+01
+0.13788152E+00 +0.80896444E+01 +0.12225809E+00 +0.75789124E+00 -0.46270809E+01
+0.14996915E+00 +0.80896444E+01 +0.13335881E+00 +0.82053071E+00 -0.51018200E+01
+0.15588780E+00 +0.80896444E+01 +0.13879229E+00 +0.85119104E+00 -0.53361344E+01
+0.16311647E+00 +0.80896444E+01 +0.14543776E+00 +0.99249512E+00 -0.56239052E+01
+0.17741628E+00 +0.80896444E+01 +0.15857624E+00 +0.10949422E+01 -0.61979985E+01
+0.19296978E+00 +0.80896444E+01 +0.17286935E+00 +0.12088150E+01 -0.68292379E+01
+0.20988679E+00 +0.80896444E+01 +0.21759070E+00 +0.13457532E+01 +0.18141164E-02
+0.22828689E+00 +0.80896444E+01 +0.23273784E+00 +0.14700580E+01 +0.18630381E-02
+0.24830000E+00 +0.80896444E+01 +0.24974953E+00 +0.16096051E+01 +0.19135240E-02
+0.27006763E+00 +0.80896444E+01 +0.26885670E+00 +0.17659564E+01 +0.19655421E-02
+0.27015382E+00 +0.80896444E+01 +0.26893359E+00 +0.17665851E+01 +0.19657421E-02
+0.29298833E+00 +0.80896444E+01 +0.28962940E+00 +0.19338951E+01 +0.20169783E-02
+0.31775293E+00 +0.80896444E+01 +0.31267011E+00 +0.21194510E+01 +0.20693641E-02
+0.34461072E+00 +0.80896444E+01 +0.33822539E+00 +0.25048890E+01 +0.21228450E-02
+0.37373865E+00 +0.80896444E+01 +0.36646631E+00 +0.27319005E+01 +0.21773360E-02
+0.40532857E+00 +0.80896444E+01 +0.39759171E+00 +0.29820700E+01 +0.22327113E-02
+0.43958861E+00 +0.80896444E+01 +0.43176880E+00 +0.32560854E+01 +0.22886370E-02
+0.47674435E+00 +0.80896444E+01 +0.46909949E+00 +0.35564394E+01 +0.23451590E-02
+0.51704079E+00 +0.80896444E+01 +0.50974590E+00 +0.38863060E+01 +0.24023952E-02
+0.58866638E+00 +0.80896444E+01 +0.58207399E+00 +0.44775352E+01 +0.24946881E-02
+0.67021430E+00 +0.80896444E+01 +0.66379899E+00 +0.51509390E+01 +0.25870050E-02
+0.76305896E+00 +0.80896444E+01 +0.75552660E+00 +0.59284468E+01 +0.26806172E-02
+0.86876559E+00 +0.80896444E+01 +0.85797608E+00 +0.68063269E+01 +0.27734784E-02
+0.98911542E+00 +0.80896444E+01 +0.97177351E+00 +0.78098588E+01 +0.28666873E-02
+0.11261375E+01 +0.80896444E+01 +0.10979192E+01 +0.89606991E+01 +0.29606069E-02
+0.12821414E+01 +0.80896444E+01 +0.12374150E+01 +0.10258044E+02 +0.30535751E-02
+0.14597561E+01 +0.80896444E+01 +0.13914990E+01 +0.11760551E+02 +0.31481280E-02
+0.16619759E+01 +0.80896444E+01 +0.15618513E+01 +0.13462771E+02 +0.32422449E-02
+0.18922091E+01 +0.80896444E+01 +0.17503233E+01 +0.15420700E+02 +0.33372950E-02
+0.21543367E+01 +0.80896444E+01 +0.19591370E+01 +0.17695471E+02 +0.34343202E-02
+0.25130966E+01 +0.80896444E+01 +0.22374761E+01 +0.20829863E+02 +0.35502489E-02
+0.29315999E+01 +0.80896444E+01 +0.25540199E+01 +0.24630920E+02 +0.36707572E-02
+0.34197967E+01 +0.80896444E+01 +0.29164920E+01 +0.29171492E+02 +0.37941462E-02
+0.39892919E+01 +0.80896444E+01 +0.33342061E+01 +0.34756134E+02 +0.39242171E-02
+0.46536250E+01 +0.80896444E+01 +0.38193772E+01 +0.41557983E+02 +0.40600309E-02
+0.54285879E+01 +0.80896444E+01 +0.43869843E+01 +0.50014019E+02 +0.42047403E-02
+0.63326063E+01 +0.80896444E+01 +0.50534148E+01 +0.60410900E+02 +0.43572411E-02
+0.73871694E+01 +0.80896444E+01 +0.58415241E+01 +0.73776237E+02 +0.45252382E-02
+0.86173468E+01 +0.80896444E+01 +0.67832961E+01 +0.90978874E+02 +0.47106175E-02
+0.15677298E+02 +0.80896444E+01 +0.12781461E+02 +0.23032809E+03 +0.57027610E-02
+0.28521273E+02 +0.80896444E+01 +0.26554840E+02 +0.64679657E+03 +0.73398780E-02
+0.51887955E+02 +0.80896444E+01 +0.59099434E+02 +0.16556091E+04 +0.95434282E-02
+0.94398300E+02 +0.80896444E+01 +0.13418719E+03 +0.37537651E+04 +0.12078190E-01
+0.17173622E+03 +0.80896444E+01 +0.30129169E+03 +0.84846436E+04 +0.15172480E-01
+0.31243488E+03 +0.80896444E+01 +0.70184161E+03 +0.21635113E+05 +0.19914931E-01
+0.56840399E+03 +0.80896444E+01 +0.16049443E+04 +0.47050922E+05 +0.25071461E-01
+0.10340817E+04 +0.80896444E+01 +0.33012219E+04 +0.83221461E+05 +0.29142374E-01

+0.17235435E-03 +0.81982670E+01 +0.60006142E-01 -0.67124046E-01 -0.69306135E-01
